,x
0,35.0
1,33.0
2,68.0
3,63.0
4,35.0
5,32.0
6,64.0
7,82.0
8,39.0
9,64.0
10,44.0
11,41.0
12,37.0
13,43.0
14,47.0
15,42.0
16,45.0
17,35.0
18,50.0
19,72.0
20,77.0
21,52.0
22,77.0
23,50.0
24,69.0
25,52.0
26,85.0
27,40.0
28,65.0
29,49.0
30,58.0
31,53.0
32,68.0
33,81.0
34,38.0
35,35.0
36,70.0
37,59.0
38,67.0
39,51.0
40,59.0
41,39.0
42,48.0
43,64.0
44,52.0
45,60.0
46,43.0
47,49.0
48,66.0
49,34.0
50,51.0
51,56.0
52,61.0
53,52.0
54,44.0
55,83.0
56,52.0
57,45.0
58,55.0
59,36.0
60,36.0
61,64.0
62,37.0
63,35.0
64,56.0
65,45.0
66,58.0
67,56.0
68,49.0
69,35.0
70,39.0
71,59.0
72,45.0
73,48.0
74,58.0
75,43.0
76,67.0
77,64.0
78,47.0
79,56.0
80,43.0
81,47.0
82,50.0
83,74.0
84,56.0
85,45.0
86,45.0
87,69.0
88,36.0
89,62.0
90,37.0
91,41.0
92,56.0
93,38.0
94,42.0
95,53.0
96,60.0
97,35.0
98,46.0
99,41.0
100,50.0
101,67.0
102,74.0
103,80.0
104,36.0
105,57.0
106,76.0
107,54.0
108,40.0
109,46.0
110,55.0
111,52.0
112,43.0
113,70.0
114,55.0
115,51.0
116,44.0
117,55.0
118,51.0
119,64.0
120,53.0
121,74.0
122,50.0
123,64.0
124,51.0
125,58.0
126,59.0
127,50.0
128,54.0
129,45.0
130,41.0
131,59.0
132,37.0
133,84.0
134,87.0
135,35.0
136,88.0
137,50.0
138,58.0
139,39.0
140,53.0
141,49.0
142,55.0
143,56.0
144,50.0
145,60.0
146,42.0
147,38.0
148,64.0
149,96.0
150,53.0
151,80.0
152,63.0
153,48.0
154,74.0
155,56.0
156,50.0
157,66.0
158,44.0
159,47.0
160,49.0
161,60.0
162,64.0
163,40.0
164,50.0
165,47.0
166,61.0
167,54.0
168,71.0
169,44.0
170,71.0
171,36.0
172,54.0
173,57.0
174,55.0
175,35.0
176,59.0
177,57.0
178,80.0
179,52.0
180,67.0
181,60.0
182,46.0
183,56.0
184,39.0
185,57.0
186,48.0
187,72.0
188,49.0
189,43.0
190,50.0
191,37.0
192,36.0
193,56.0
194,61.0
195,37.0
196,52.0
197,65.0
198,57.0
199,38.0
200,66.0
201,68.0
202,48.0
203,45.0
204,56.0
205,50.0
206,53.0
207,70.0
208,58.0
209,55.0
210,38.0
211,95.0
212,38.0
213,53.0
214,63.0
215,43.0
216,61.0
217,37.0
218,57.0
219,52.0
220,41.0
221,66.0
222,47.0
223,52.0
224,48.0
225,51.0
226,50.0
227,39.0
228,49.0
229,41.0
230,34.0
231,42.0
232,63.0
233,38.0
234,44.0
235,54.0
236,53.0
237,38.0
238,37.0
239,49.0
240,57.0
241,39.0
242,41.0
243,49.0
244,75.0
245,63.0
246,74.0
247,44.0
248,75.0
249,45.0
250,39.0
251,51.0
252,50.0
253,47.0
254,73.0
255,48.0
256,60.0
257,87.0
258,39.0
259,95.0
260,51.0
261,89.0
262,60.0
263,42.0
264,57.0
265,45.0
266,63.0
267,65.0
268,42.0
269,40.0
270,82.0
271,36.0
272,70.0
273,45.0
274,72.0
275,64.0
276,71.0
277,76.0
278,73.0
279,41.0
280,45.0
281,72.0
282,50.0
283,87.0
284,42.0
285,79.0
286,45.0
287,64.0
288,40.0
289,46.0
290,51.0
291,45.0
292,60.0
293,34.0
294,50.0
295,38.0
296,42.0
297,69.0
298,63.0
299,43.0
300,40.0
301,77.0
302,39.0
303,39.0
304,40.0
305,59.0
306,39.0
307,65.0
308,38.0
309,66.0
310,63.0
311,58.0
312,56.0
313,37.0
314,38.0
315,44.0
316,55.0
317,63.0
318,49.0
319,48.0
320,59.0
321,61.0
322,39.0
323,40.0
324,48.0
325,47.0
326,52.0
327,44.0
328,35.0
329,62.0
330,37.0
331,56.0
332,49.0
333,61.0
334,59.0
335,61.0
336,93.0
337,40.0
338,57.0
339,96.0
340,51.0
341,88.0
342,65.0
343,35.0
344,43.0
345,63.0
346,48.0
347,57.0
348,39.0
349,45.0
350,37.0
351,40.0
352,48.0
353,63.0
354,62.0
355,91.0
356,35.0
357,46.0
358,59.0
359,67.0
360,58.0
361,51.0
362,43.0
363,60.0
364,74.0
365,46.0
366,61.0
367,53.0
368,64.0
369,54.0
370,59.0
371,42.0
372,55.0
373,38.0
374,66.0
375,42.0
376,48.0
377,76.0
378,61.0
379,55.0
380,51.0
381,40.0
382,72.0
383,38.0
384,53.0
385,45.0
386,36.0
387,32.0
388,63.0
389,54.0
390,54.0
391,51.0
392,55.0
393,53.0
394,37.0
395,37.0
396,69.0
397,43.0
398,40.0
399,51.0
400,91.0
401,50.0
402,84.0
403,40.0
404,53.0
405,52.0
406,65.0
407,55.0
408,70.0
409,42.0
410,63.0
411,65.0
412,34.0
413,40.0
414,38.0
415,57.0
416,97.0
417,84.0
418,65.0
419,51.0
420,52.0
421,55.0
422,42.0
423,55.0
424,44.0
425,44.0
426,45.0
427,59.0
428,43.0
429,57.0
430,61.0
431,40.0
432,37.0
433,59.0
434,70.0
435,49.0
436,93.0
437,41.0
438,53.0
439,68.0
440,64.0
441,57.0
442,49.0
443,73.0
444,51.0
445,54.0
446,38.0
447,41.0
448,48.0
449,55.0
450,39.0
451,58.0
452,42.0
453,59.0
454,54.0
455,41.0
456,69.0
457,41.0
458,48.0
459,85.0
460,41.0
461,62.0
462,73.0
463,32.0
464,70.0
465,37.0
466,49.0
467,44.0
468,52.0
469,90.0
470,46.0
471,44.0
472,60.0
473,60.0
474,57.0
475,44.0
476,47.0
477,53.0
478,43.0
479,71.0
480,51.0
481,46.0
482,51.0
483,50.0
484,48.0
485,46.0
486,37.0
487,42.0
488,63.0
489,53.0
490,58.0
491,47.0
492,46.0
493,39.0
494,50.0
495,63.0
496,66.0
497,49.0
498,65.0
499,51.0
500,41.0
501,54.0
502,38.0
503,77.0
504,46.0
505,39.0
506,48.0
507,56.0
508,55.0
509,52.0
510,49.0
511,49.0
512,42.0
513,43.0
514,37.0
515,50.0
516,59.0
517,68.0
518,37.0
519,42.0
520,49.0
521,73.0
522,43.0
523,69.0
524,42.0
525,49.0
526,38.0
527,39.0
528,56.0
529,60.0
530,57.0
531,44.0
532,45.0
533,43.0
534,50.0
535,55.0
536,65.0
537,69.0
538,60.0
539,58.0
540,47.0
541,54.0
542,56.0
543,56.0
544,35.0
545,54.0
546,46.0
547,71.0
548,62.0
549,70.0
550,46.0
551,55.0
552,50.0
553,38.0
554,53.0
555,40.0
556,36.0
557,59.0
558,44.0
559,38.0
560,48.0
561,55.0
562,41.0
563,53.0
564,74.0
565,82.0
566,52.0
567,36.0
568,42.0
569,81.0
570,72.0
571,47.0
572,78.0
573,52.0
574,45.0
575,63.0
576,60.0
577,61.0
578,52.0
579,55.0
580,45.0
581,47.0
582,50.0
583,66.0
584,56.0
585,63.0
586,35.0
587,74.0
588,44.0
589,43.0
590,59.0
591,36.0
592,55.0
593,37.0
594,60.0
595,51.0
596,61.0
597,59.0
598,44.0
599,66.0
600,77.0
601,40.0
602,38.0
603,61.0
604,58.0
605,39.0
606,51.0
607,38.0
608,77.0
609,63.0
610,45.0
611,58.0
612,52.0
613,40.0
614,57.0
615,56.0
616,49.0
617,65.0
618,39.0
619,57.0
620,33.0
621,74.0
622,47.0
623,76.0
624,40.0
625,68.0
626,37.0
627,58.0
628,52.0
629,53.0
630,43.0
631,37.0
632,58.0
633,43.0
634,59.0
635,57.0
636,53.0
637,54.0
638,50.0
639,67.0
640,64.0
641,66.0
642,49.0
643,48.0
644,70.0
645,52.0
646,64.0
647,59.0
648,63.0
649,49.0
650,62.0
651,61.0
652,64.0
653,44.0
654,65.0
655,53.0
656,49.0
657,38.0
658,47.0
659,57.0
660,43.0
661,63.0
662,84.0
663,56.0
664,79.0
665,58.0
666,62.0
667,51.0
668,52.0
669,56.0
670,40.0
671,33.0
672,51.0
673,66.0
674,49.0
675,68.0
676,61.0
677,37.0
678,58.0
679,48.0
680,41.0
681,46.0
682,63.0
683,69.0
684,58.0
685,41.0
686,47.0
687,47.0
688,52.0
689,47.0
690,49.0
691,47.0
692,38.0
693,59.0
694,40.0
695,48.0
696,66.0
697,87.0
698,61.0
699,63.0
700,32.0
701,34.0
702,37.0
703,41.0
704,37.0
705,76.0
706,46.0
707,46.0
708,39.0
709,51.0
710,36.0
711,56.0
712,58.0
713,60.0
714,50.0
715,40.0
716,44.0
717,42.0
718,66.0
719,47.0
720,63.0
721,36.0
722,74.0
723,72.0
724,57.0
725,39.0
726,63.0
727,65.0
728,60.0
729,88.0
730,34.0
731,36.0
732,57.0
733,41.0
734,36.0
735,60.0
736,45.0
737,35.0
738,58.0
739,68.0
740,63.0
741,50.0
742,62.0
743,72.0
744,36.0
745,90.0
746,37.0
747,47.0
748,42.0
749,53.0
750,62.0
751,52.0
752,57.0
753,53.0
754,58.0
755,52.0
756,36.0
757,53.0
758,70.0
759,46.0
760,67.0
761,48.0
762,43.0
763,59.0
764,45.0
765,48.0
766,62.0
767,86.0
768,40.0
769,34.0
770,69.0
771,71.0
772,56.0
773,55.0
774,54.0
775,93.0
776,53.0
777,63.0
778,62.0
779,65.0
780,49.0
781,37.0
782,55.0
783,52.0
784,63.0
785,45.0
786,67.0
787,57.0
788,46.0
789,33.0
790,64.0
791,42.0
792,48.0
793,42.0
794,61.0
795,82.0
796,88.0
797,46.0
798,66.0
799,34.0
800,66.0
801,45.0
802,73.0
803,55.0
804,41.0
805,62.0
806,47.0
807,45.0
808,75.0
809,65.0
810,44.0
811,55.0
812,69.0
813,45.0
814,49.0
815,39.0
816,47.0
817,36.0
818,46.0
819,47.0
820,41.0
821,45.0
822,40.0
823,66.0
824,70.0
825,49.0
826,52.0
827,58.0
828,33.0
829,52.0
830,68.0
831,43.0
832,45.0
833,64.0
834,62.0
835,52.0
836,74.0
837,49.0
838,33.0
839,44.0
840,63.0
841,65.0
842,55.0
843,63.0
844,48.0
845,37.0
846,65.0
847,88.0
848,39.0
849,56.0
850,50.0
851,42.0
852,41.0
853,55.0
854,47.0
855,52.0
856,52.0
857,44.0
858,72.0
859,43.0
860,72.0
861,58.0
862,36.0
863,44.0
864,59.0
865,41.0
866,66.0
867,55.0
868,80.0
869,53.0
870,37.0
871,57.0
872,51.0
873,60.0
874,49.0
875,85.0
876,44.0
877,43.0
878,65.0
879,45.0
880,52.0
881,58.0
882,37.0
883,93.0
884,47.0
885,55.0
886,57.0
887,45.0
888,41.0
889,60.0
890,39.0
891,47.0
892,57.0
893,65.0
894,45.0
895,63.0
896,33.0
897,48.0
898,37.0
899,44.0
900,44.0
901,60.0
902,74.0
903,49.0
904,59.0
905,45.0
906,45.0
907,60.0
908,68.0
909,33.0
910,48.0
911,47.0
912,81.0
913,66.0
914,62.0
915,95.0
916,46.0
917,81.0
918,48.0
919,42.0
920,43.0
921,56.0
922,53.0
923,67.0
924,52.0
925,59.0
926,44.0
927,63.0
928,43.0
929,67.0
930,76.0
931,80.0
932,42.0
933,50.0
934,43.0
935,38.0
936,35.0
937,51.0
938,45.0
939,36.0
940,59.0
941,43.0
942,62.0
943,49.0
944,53.0
945,56.0
946,45.0
947,53.0
948,48.0
949,47.0
950,60.0
951,73.0
952,59.0
953,42.0
954,48.0
955,56.0
956,42.0
957,43.0
958,50.0
959,54.0
960,72.0
961,75.0
962,43.0
963,53.0
964,44.0
965,64.0
966,56.0
967,39.0
968,44.0
969,61.0
970,80.0
971,70.0
972,58.0
973,38.0
974,51.0
975,57.0
976,48.0
977,33.0
978,56.0
979,87.0
980,54.0
981,42.0
982,46.0
983,61.0
984,57.0
985,50.0
986,63.0
987,51.0
988,47.0
989,62.0
990,69.0
991,43.0
992,40.0
993,45.0
994,44.0
995,75.0
996,43.0
997,34.0
998,71.0
999,44.0
