,x
0,81.02051605023576
1,19.81724342172174
2,106.12616266229423
3,38.013321099452924
4,24.570907232702893
5,51.75115913818286
6,27.766456881759495
7,14.61260280083161
8,35.18804013178624
9,67.67528806503856
10,71.7688546227804
11,10.759424603241314
12,12.310744162632773
13,71.14890018521618
14,20.703817181966997
15,36.78976671733176
16,53.7612917249121
17,59.10251346008863
18,54.92540034303772
19,33.880236038373596
20,36.76725661637488
21,27.333721993291647
22,45.21130255357593
23,30.22880433244086
24,37.600676329696626
25,81.37765884442877
26,33.62848628465713
27,14.423190428928137
28,35.92199411442334
29,21.818030936025252
30,174.06847816974565
31,81.09415528168995
32,39.391973497851495
33,69.25454420018548
34,19.317055912607202
35,29.708533818818978
36,183.4678198542147
37,78.94810764407475
38,48.202283711452765
39,42.7240711036643
40,151.1663543827311
41,4.995696064812137
42,28.060446324277564
43,41.89690508945796
44,33.762724591647384
45,27.00947186397775
46,16.94230774761172
47,40.17084379532082
48,46.03245979448377
49,96.04953039332199
50,43.08507141593634
51,25.586716570928957
52,12.305656052048107
53,97.45561333070498
54,59.16466887858223
55,34.487913821083794
56,74.98989013983777
57,46.494466078196524
58,151.38444877960924
59,24.252762953366755
60,178.8691066398374
61,72.09325980873615
62,17.364017091704
63,20.446186901197507
64,39.7893499039543
65,131.4634240944273
66,96.72918344421967
67,31.118625262730347
68,34.203615719455456
69,109.42971892406479
70,40.51274847940408
71,35.6418146095923
72,61.22286832801058
73,79.08870311926444
74,31.25153960761486
75,14.41296610763402
76,73.73790658160038
77,36.35014957134649
78,41.37460946437466
79,85.52198068971978
80,69.88910851278104
81,87.29881065120139
82,49.33726159705327
83,63.05864288708182
84,3.8880213976854066
85,71.47693586675456
86,116.81991007142747
87,22.605324898568597
88,31.104973050777744
89,38.34246532751365
90,91.2221307396666
91,19.063823162045537
92,29.937289826677898
93,33.810819115146614
94,46.66234678419869
95,51.04856558916731
96,10.605333905281668
97,52.27311494105004
98,15.397246143909342
99,28.011957728679363
100,102.67252165903355
101,19.249980657933975
102,24.246201117316787
103,104.6230841971311
104,72.02227465858226
105,20.434559488111518
106,35.775811377634454
107,6.122225551344627
108,44.78825105398994
109,36.31208573035383
110,52.804536251805985
111,23.705138790359797
112,53.46044383027959
113,36.186046264263496
114,77.10025308118571
115,106.6468801560537
116,74.83041005503611
117,52.6675342015285
118,26.8868006144246
119,70.41625372087054
120,67.92181858708045
121,28.631208548396216
122,19.590810182483892
123,49.644826761062404
124,46.96258890376703
125,60.98528398580413
126,43.121163677775826
127,80.24410340182402
128,120.29473364186448
129,77.62939782200732
130,10.508553639817137
131,58.862241386646815
132,6.007229760291011
133,45.17672207308647
134,70.94750791368222
135,47.59735843265423
136,28.021335023206802
137,44.396537121422966
138,47.720023783555575
139,53.743450486032316
140,47.607671499982644
141,59.48546033666855
142,57.152379954207504
143,104.35931789244114
144,38.23067284260935
145,127.8919664111534
146,53.72874830140336
147,56.17320929601601
148,29.465714184576427
149,57.44814580867808
150,52.528978550880424
151,19.78214813881914
152,20.902684294276014
153,96.54345044625438
154,31.45802664095686
155,11.486443844525866
156,29.604857855185173
157,14.834052686004725
158,102.06131845925933
159,21.56110355175474
160,38.65207301911346
161,29.497068728537897
162,38.103464002614146
163,32.7916190072724
164,12.350248362792627
165,28.143434187206367
166,42.67479245223183
167,19.87092945543327
168,18.364245582009517
169,30.71734280018609
170,56.362412761004634
171,72.92734804194362
172,79.62622649610944
173,93.43954714119837
174,44.15569323266902
175,34.56594480835088
176,104.32449831344775
177,32.67535928848429
178,61.99689708958596
179,125.06030580716775
180,43.96258139311897
181,26.74036552662392
182,83.90259223349341
183,32.26777291130088
184,9.87122213356497
185,12.282811973527942
186,72.51309560548702
187,31.78595941843855
188,57.511779820550714
189,39.021188852243995
190,43.425224644491436
191,25.158730418444065
192,56.46903389243607
193,2.0619157599833215
194,122.71947626139803
195,53.81434377481662
196,74.45538081924093
197,30.838665036925477
198,32.582382531065605
199,42.21172789401999
200,52.01596861047983
201,175.8453305333923
202,55.884584159871565
203,113.5808160694879
204,54.524784731687305
205,25.0609910793612
206,29.148004178994142
207,50.62143539700264
208,28.4823445949703
209,36.592589678376726
210,71.73074618326638
211,38.80870982886279
212,41.30943085113313
213,41.18871503551611
214,52.172185559231934
215,187.3753183183394
216,32.88230373808824
217,106.9563195311894
218,39.51274266578628
219,66.5767695075458
220,30.639917960921366
221,17.165659264682972
222,49.85942837135565
223,180.56308317658912
224,102.91428145210739
225,34.31103572089023
226,47.51344395798503
227,75.65494662728554
228,145.47579075154584
229,15.091612491253727
230,46.06510887575689
231,76.61017093452057
232,154.9689472612598
233,14.566043992411096
234,143.52276111768222
235,40.17957050800305
236,15.544236801610396
237,40.0051683308742
238,82.25037028473923
239,91.55015530655709
240,10.246496497541102
241,41.84190113044997
242,48.76299440607795
243,71.72243747549669
244,27.837814184185163
245,54.42702584207984
246,41.007168977888796
247,165.677782026914
248,21.688565319872623
249,90.62605432597374
250,31.75075737318275
251,41.31162400860967
252,47.40566241492729
253,37.897906083642624
254,81.57089278050455
255,34.71619415513874
256,40.44265721566239
257,12.648704654369794
258,57.1273106695586
259,168.1257172103157
260,31.983540661459983
261,50.07065686454041
262,76.49960180955276
263,42.83766500846991
264,16.515313771576075
265,5.686267187184512
266,13.879207220534454
267,29.176340675921892
268,55.04739862517499
269,39.05132966798533
270,111.39951667639022
271,90.64081904579976
272,40.522086586075716
273,47.23899344070185
