,x,y
0,-84.8335840883083,-0.17736104731125213
1,-86.34663655377973,0.9133629815275768
2,-84.8335840883083,-0.17736104731125213
3,-84.22480009904294,-0.045239404321350214
4,-68.46311050547138,1.0793571266235935
5,-86.41085836378286,0.5400471828834696
6,-60.59284766425221,0.5380630725083115
7,-49.32762413988518,-0.9982256964316044
8,-85.34631802803175,0.2641825367410169
9,-49.32762413988518,-0.9982256964316044
10,-86.15467733026621,0.18224500958735398
11,-56.108915483085575,0.27989139266064056
12,-86.28809256130639,0.046441890103219315
13,-63.42693806985238,0.9544435127030192
14,-42.31913715075105,-1.1074998012169068
15,-86.4141186427788,0.0537223230508701
16,-42.31913715075105,-1.1074998012169068
17,-86.64445379479783,0.2809095305679046
18,-60.45425229019185,-0.6581676673997614
19,-86.66104688284166,-0.5198435620604211
20,-85.84573388019118,1.6404553430569688
21,-65.00192072038811,-0.16636552885513112
22,-86.20126385837466,0.2656064951482975
23,-65.00192072038811,-0.16636552885513112
24,-83.36632340556267,0.17047567199702576
25,-60.27456294147,-0.4103537069805654
26,-85.9385736766143,-0.521574036718544
27,-84.49393449326159,-0.5355436023927629
28,-83.35511188199023,0.3656167088612641
29,-86.26146547855146,0.044324949603193005
30,-83.35511188199023,0.3656167088612641
31,-87.36947454522208,-0.2721027410355585
32,-76.6076001733248,0.7635652179198358
33,-87.26822893876506,3.0630339974358587
34,-52.90465805389474,-0.3900681696890183
35,-57.126272072509536,-0.6460383915083154
36,-85.68258148155535,2.0026434231277115
37,-57.126272072509536,-0.6460383915083154
38,-86.14698482748241,0.15548956096436406
39,-59.26146151045785,-0.5226569704983319
40,-85.78852655309883,-1.5754913628551748
41,-73.26779873725705,-0.48789150579900703
42,-79.85211899379405,-0.3937814121559296
43,-86.1245730830023,0.04791635717756737
44,-79.85211899379405,-0.3937814121559296
45,-86.39996061223684,-0.5847446991865368
46,-47.6138467828745,-0.6394350654318179
47,-85.68559719972187,0.1428149697476595
48,-70.0368020166855,1.0034214934355874
49,-49.917334592816154,-0.8330683265034149
50,-83.18802855259756,-4.7935574630523625
51,-49.917334592816154,-0.8330683265034149
52,-83.09196997437081,-1.6181859710303137
53,-51.41691834589072,-0.8543288467029271
54,-85.82987079190283,-1.2086638179253684
55,-69.60918890275312,0.047284880789635775
56,-73.73466570528711,0.15211904074742402
57,-85.6125600878185,0.1066632657327924
58,-73.73466570528711,0.15211904074742402
59,-85.70260855720007,0.4499850373984336
60,-54.854719286646855,-1.116106965114407
61,-86.00558487527289,-0.07670766435619393
62,-65.15856473877578,-0.4077537740355135
63,-84.37212429511258,0.4747242520010864
64,-85.79798699799669,0.18283958376346465
65,-84.37212429511258,0.4747242520010864
66,-86.0407190652531,0.026034130151863618
67,-80.35387565924412,0.463599154325725
68,-86.11669602909781,1.867837097731103
